,Male_16_white,Male_64_white,Female_16_white,Female_64_white,NAME,county,state,LF_White,Male_16_black,Male_64_black,Female_16_black,Female_64_black,LF_Black,Male_16_NA,Male_64_NA,Female_16_NA,Female_64_NA,LF_NA,Male_16_A,Male_64_A,Female_16_A,Female_64_A,Male_16_PI,Male_64_PI,Female_16_PI,Female_64_PI,LF_API,Male_16_other,Male_64_other,Female_16_other,Female_64_other,LF_Other,Male_16_2,Male_64_2,Female_16_2,Female_64_2,LF_2,Male_16_hispanic,Male_64_hispanic,Female_16_hispanic,Female_64_hispanic,LF_Hispanic,LF_Total,White,Black,Native_American,Asian,Pacific_Islander,Other,2_or_More,HispanicLatino,Total,API
50,1684.0,249.0,2842.0,242.0,"Lawrence County, Illinois",101,17,5017.0,2.0,0.0,25.0,0.0,27.0,1.0,0.0,7.0,0.0,8.0,6.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,30.0,11.0,0.0,0.0,0.0,11.0,12.0,0.0,32.0,0.0,44.0,23.0,0.0,27.0,0.0,50.0,5137.0,13351.0,2706.0,33.0,43.0,18.0,174.0,257.0,806.0,16582,61.0
51,7750.0,516.0,6898.0,386.0,"Lee County, Illinois",103,17,15550.0,128.0,0.0,112.0,0.0,240.0,41.0,0.0,3.0,0.0,44.0,78.0,0.0,32.0,0.0,39.0,0.0,9.0,0.0,158.0,73.0,0.0,102.0,0.0,175.0,167.0,3.0,93.0,0.0,263.0,274.0,7.0,331.0,6.0,618.0,16430.0,31520.0,1767.0,70.0,216.0,61.0,463.0,621.0,1989.0,34718,277.0
52,8263.0,586.0,7440.0,487.0,"Livingston County, Illinois",105,17,16776.0,29.0,0.0,16.0,0.0,45.0,6.0,0.0,0.0,0.0,6.0,70.0,0.0,24.0,5.0,0.0,0.0,0.0,0.0,99.0,107.0,0.0,23.0,0.0,130.0,26.0,28.0,3.0,17.0,74.0,351.0,39.0,230.0,1.0,621.0,17130.0,34466.0,1641.0,21.0,255.0,0.0,334.0,561.0,1602.0,37278,255.0
53,5322.0,415.0,4909.0,394.0,"Logan County, Illinois",107,17,11040.0,258.0,0.0,125.0,0.0,383.0,20.0,0.0,23.0,0.0,43.0,46.0,0.0,33.0,0.0,4.0,0.0,4.0,0.0,87.0,40.0,0.0,27.0,0.0,67.0,379.0,0.0,623.0,5.0,1007.0,111.0,0.0,79.0,0.0,190.0,12627.0,24020.0,3056.0,96.0,179.0,14.0,520.0,1935.0,995.0,29820,193.0
54,6990.0,426.0,6421.0,289.0,"McDonough County, Illinois",109,17,14126.0,258.0,0.0,487.0,0.0,745.0,7.0,0.0,21.0,0.0,28.0,209.0,0.0,140.0,21.0,0.0,0.0,10.0,0.0,380.0,42.0,0.0,10.0,0.0,52.0,81.0,1.0,101.0,0.0,183.0,135.0,1.0,189.0,1.0,326.0,15514.0,28665.0,1709.0,48.0,642.0,19.0,105.0,539.0,847.0,31727,661.0
55,81140.0,4150.0,70587.0,3017.0,"McHenry County, Illinois",111,17,158894.0,1076.0,35.0,932.0,0.0,2043.0,95.0,0.0,29.0,9.0,133.0,2107.0,172.0,2110.0,50.0,61.0,0.0,9.0,0.0,4509.0,1721.0,7.0,1169.0,0.0,2897.0,1080.0,16.0,989.0,55.0,2140.0,10652.0,135.0,8083.0,39.0,18909.0,170616.0,283564.0,4007.0,268.0,8191.0,97.0,5177.0,5779.0,37727.0,307083,8288.0
56,39833.0,1816.0,38874.0,1342.0,"McLean County, Illinois",113,17,81865.0,3238.0,50.0,3723.0,41.0,7052.0,121.0,0.0,36.0,0.0,157.0,2909.0,15.0,1922.0,25.0,0.0,14.0,24.0,0.0,4909.0,569.0,24.0,345.0,0.0,938.0,684.0,0.0,641.0,2.0,1327.0,2355.0,64.0,1919.0,0.0,4338.0,96248.0,144534.0,14247.0,243.0,8550.0,38.0,1751.0,3891.0,8107.0,173254,8588.0
57,20913.0,1422.0,19891.0,1234.0,"Macon County, Illinois",115,17,43460.0,3094.0,95.0,3839.0,123.0,7151.0,72.0,2.0,90.0,0.0,164.0,361.0,11.0,313.0,21.0,0.0,0.0,2.0,0.0,708.0,118.0,0.0,174.0,0.0,292.0,1075.0,62.0,1040.0,38.0,2215.0,515.0,0.0,512.0,0.0,1027.0,53990.0,84943.0,15319.0,288.0,1274.0,2.0,548.0,6030.0,2285.0,108404,1276.0
58,11174.0,689.0,10426.0,424.0,"Macoupin County, Illinois",117,17,22713.0,41.0,0.0,82.0,0.0,123.0,7.0,0.0,23.0,0.0,30.0,35.0,0.0,70.0,0.0,6.0,0.0,0.0,0.0,111.0,13.0,0.0,26.0,0.0,39.0,140.0,2.0,91.0,0.0,233.0,113.0,11.0,126.0,0.0,250.0,23249.0,45088.0,254.0,56.0,224.0,9.0,80.0,771.0,486.0,46482,233.0
59,61439.0,2876.0,55458.0,2726.0,"Madison County, Illinois",119,17,122499.0,4229.0,137.0,5699.0,133.0,10198.0,123.0,0.0,143.0,0.0,266.0,681.0,0.0,644.0,14.0,7.0,37.0,12.0,0.0,1395.0,305.0,0.0,360.0,0.0,665.0,793.0,38.0,802.0,8.0,1641.0,2080.0,17.0,1665.0,34.0,3796.0,136664.0,235054.0,22009.0,544.0,2404.0,89.0,1017.0,5642.0,8133.0,266759,2493.0
60,8478.0,444.0,8098.0,470.0,"Marion County, Illinois",121,17,17490.0,335.0,14.0,268.0,11.0,628.0,9.0,0.0,21.0,0.0,30.0,72.0,8.0,101.0,0.0,0.0,0.0,0.0,0.0,181.0,140.0,0.0,22.0,0.0,162.0,58.0,6.0,68.0,0.0,132.0,199.0,3.0,90.0,7.0,299.0,18623.0,35800.0,1354.0,71.0,327.0,0.0,194.0,757.0,687.0,38503,327.0
61,2967.0,198.0,2470.0,200.0,"Marshall County, Illinois",123,17,5835.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,8.0,0.0,17.0,7.0,0.0,11.0,0.0,0.0,0.0,5.0,0.0,23.0,22.0,0.0,7.0,0.0,29.0,31.0,0.0,13.0,15.0,59.0,99.0,7.0,53.0,5.0,164.0,5963.0,11718.0,44.0,31.0,43.0,5.0,77.0,142.0,370.0,12060,48.0
62,3301.0,226.0,2933.0,170.0,"Mason County, Illinois",125,17,6630.0,65.0,0.0,0.0,0.0,65.0,10.0,0.0,0.0,0.0,10.0,0.0,0.0,33.0,0.0,9.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,20.0,0.0,22.0,0.0,42.0,6751.0,13610.0,104.0,10.0,60.0,9.0,2.0,136.0,140.0,13931,69.0
63,2845.0,140.0,2503.0,165.0,"Massac County, Illinois",127,17,5653.0,145.0,24.0,205.0,0.0,374.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,33.0,17.0,0.0,0.0,0.0,17.0,53.0,0.0,69.0,0.0,122.0,119.0,0.0,51.0,0.0,170.0,6199.0,13541.0,955.0,9.0,62.0,0.0,23.0,293.0,381.0,14883,62.0
64,3084.0,164.0,2969.0,164.0,"Menard County, Illinois",129,17,6381.0,15.0,0.0,19.0,0.0,34.0,4.0,26.0,0.0,0.0,30.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,29.0,16.0,0.0,0.0,0.0,16.0,25.0,0.0,0.0,0.0,25.0,23.0,0.0,22.0,0.0,45.0,6515.0,12227.0,87.0,30.0,56.0,28.0,22.0,126.0,173.0,12576,84.0
65,3947.0,291.0,3424.0,168.0,"Mercer County, Illinois",131,17,7830.0,17.0,0.0,12.0,0.0,29.0,6.0,0.0,3.0,0.0,9.0,2.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,23.0,18.0,0.0,28.0,0.0,46.0,17.0,0.0,55.0,0.0,72.0,92.0,0.0,88.0,0.0,180.0,8009.0,15583.0,87.0,13.0,47.0,0.0,67.0,174.0,336.0,15971,47.0
66,8755.0,400.0,8409.0,368.0,"Monroe County, Illinois",133,17,17932.0,0.0,0.0,68.0,0.0,68.0,0.0,0.0,0.0,0.0,0.0,78.0,0.0,119.0,15.0,0.0,0.0,0.0,0.0,212.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,49.0,0.0,76.0,50.0,0.0,190.0,0.0,240.0,18288.0,32907.0,99.0,17.0,377.0,0.0,21.0,282.0,495.0,33703,377.0
67,4044.0,412.0,5616.0,302.0,"Montgomery County, Illinois",135,17,10374.0,42.0,0.0,9.0,0.0,51.0,0.0,0.0,16.0,0.0,16.0,21.0,1.0,34.0,0.0,0.0,0.0,11.0,0.0,67.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,105.0,2.0,112.0,20.0,0.0,114.0,1.0,135.0,10620.0,26345.0,2347.0,53.0,79.0,11.0,93.0,373.0,498.0,29301,90.0
68,7454.0,588.0,7499.0,530.0,"Morgan County, Illinois",137,17,16071.0,382.0,7.0,340.0,0.0,729.0,0.0,0.0,10.0,0.0,10.0,48.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0,6.0,0.0,6.0,102.0,0.0,90.0,0.0,192.0,90.0,7.0,130.0,0.0,227.0,17098.0,31708.0,2067.0,19.0,212.0,0.0,59.0,736.0,795.0,34801,212.0
69,3564.0,309.0,2979.0,255.0,"Moultrie County, Illinois",139,17,7107.0,0.0,0.0,14.0,0.0,14.0,8.0,0.0,0.0,0.0,8.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,0.0,8.0,0.0,20.0,33.0,0.0,34.0,0.0,67.0,47.0,0.0,42.0,0.0,89.0,7228.0,14656.0,54.0,25.0,18.0,0.0,20.0,142.0,170.0,14915,18.0
70,12645.0,799.0,11246.0,535.0,"Ogle County, Illinois",141,17,25225.0,92.0,45.0,90.0,0.0,227.0,15.0,0.0,21.0,0.0,36.0,61.0,0.0,78.0,0.0,0.0,0.0,0.0,0.0,139.0,351.0,19.0,189.0,35.0,594.0,239.0,14.0,144.0,0.0,397.0,1346.0,24.0,881.0,35.0,2286.0,26618.0,49110.0,540.0,59.0,217.0,2.0,1201.0,905.0,4990.0,52034,219.0
71,35207.0,2153.0,32632.0,1767.0,"Peoria County, Illinois",143,17,71759.0,6096.0,101.0,7589.0,207.0,13993.0,201.0,0.0,90.0,0.0,291.0,2214.0,94.0,1481.0,26.0,0.0,0.0,11.0,0.0,3826.0,815.0,6.0,446.0,0.0,1267.0,1111.0,0.0,1198.0,1.0,2310.0,2127.0,15.0,1583.0,6.0,3731.0,93446.0,137377.0,32531.0,579.0,7027.0,15.0,2709.0,6580.0,8356.0,186818,7042.0
72,4401.0,126.0,3865.0,231.0,"Perry County, Illinois",145,17,8623.0,86.0,0.0,35.0,0.0,121.0,0.0,0.0,14.0,5.0,19.0,25.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,64.0,9.0,0.0,3.0,0.0,12.0,71.0,2.0,20.0,0.0,93.0,124.0,0.0,51.0,0.0,175.0,8932.0,19236.0,1823.0,27.0,123.0,0.0,38.0,348.0,638.0,21595,123.0
73,4298.0,398.0,3880.0,287.0,"Piatt County, Illinois",147,17,8863.0,23.0,0.0,1.0,0.0,24.0,5.0,0.0,0.0,0.0,5.0,7.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,25.0,12.0,0.0,0.0,0.0,12.0,49.0,1.0,46.0,2.0,98.0,44.0,0.0,50.0,19.0,113.0,9027.0,16036.0,65.0,5.0,76.0,0.0,15.0,272.0,207.0,16469,76.0
74,3636.0,372.0,3142.0,211.0,"Pike County, Illinois",149,17,7361.0,11.0,0.0,0.0,0.0,11.0,31.0,0.0,3.0,0.0,34.0,4.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,44.0,6.0,26.0,13.0,89.0,23.0,0.0,11.0,0.0,34.0,7521.0,15531.0,208.0,98.0,53.0,0.0,12.0,152.0,202.0,16054,53.0
75,586.0,97.0,609.0,42.0,"Pope County, Illinois",151,17,1334.0,75.0,0.0,0.0,0.0,75.0,0.0,0.0,13.0,0.0,13.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,4.0,0.0,15.0,0.0,2.0,5.0,0.0,7.0,1444.0,3915.0,206.0,13.0,47.0,0.0,35.0,39.0,84.0,4255,47.0
76,752.0,35.0,663.0,44.0,"Pulaski County, Illinois",153,17,1494.0,285.0,16.0,329.0,34.0,664.0,0.0,0.0,5.0,0.0,5.0,3.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,11.0,4.0,0.0,0.0,0.0,4.0,17.0,0.0,22.0,2.0,41.0,6.0,2.0,7.0,2.0,17.0,2219.0,3763.0,1808.0,14.0,14.0,0.0,37.0,156.0,113.0,5792,14.0
77,1562.0,141.0,1282.0,96.0,"Putnam County, Illinois",155,17,3081.0,0.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,14.0,25.0,0.0,0.0,0.0,25.0,16.0,13.0,0.0,0.0,29.0,60.0,0.0,66.0,0.0,126.0,3159.0,5595.0,20.0,0.0,21.0,0.0,25.0,85.0,287.0,5746,21.0
78,6893.0,358.0,5699.0,403.0,"Randolph County, Illinois",157,17,13353.0,353.0,0.0,254.0,0.0,607.0,0.0,25.0,0.0,0.0,25.0,25.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,69.0,44.0,0.0,37.0,0.0,81.0,84.0,0.0,99.0,0.0,183.0,212.0,0.0,91.0,0.0,303.0,14318.0,28765.0,3456.0,52.0,111.0,0.0,161.0,389.0,984.0,32934,111.0
79,3894.0,240.0,3176.0,256.0,"Richland County, Illinois",159,17,7566.0,3.0,0.0,23.0,0.0,26.0,19.0,0.0,20.0,0.0,39.0,1.0,0.0,28.0,10.0,0.0,0.0,0.0,0.0,39.0,6.0,0.0,0.0,0.0,6.0,36.0,3.0,17.0,0.0,56.0,60.0,0.0,0.0,0.0,60.0,7732.0,15604.0,91.0,68.0,105.0,0.0,7.0,197.0,245.0,16072,105.0
80,30113.0,1786.0,29047.0,1381.0,"Rock Island County, Illinois",161,17,62327.0,3142.0,46.0,2763.0,163.0,6114.0,115.0,15.0,98.0,0.0,228.0,1068.0,21.0,574.0,23.0,15.0,0.0,23.0,0.0,1724.0,1014.0,40.0,848.0,17.0,1919.0,824.0,13.0,850.0,38.0,1725.0,4589.0,117.0,4144.0,100.0,8950.0,74037.0,120109.0,14066.0,431.0,3320.0,44.0,3404.0,5162.0,18092.0,146536,3364.0
81,46536.0,2365.0,40786.0,1904.0,"St. Clair County, Illinois",163,17,91591.0,13798.0,548.0,17972.0,619.0,32937.0,144.0,0.0,172.0,0.0,316.0,857.0,14.0,903.0,45.0,45.0,0.0,23.0,0.0,1887.0,844.0,22.0,364.0,0.0,1230.0,1131.0,0.0,1345.0,0.0,2476.0,2561.0,77.0,1812.0,17.0,4467.0,130437.0,172396.0,79402.0,529.0,3622.0,68.0,2236.0,7316.0,10008.0,265569,3690.0
82,5384.0,226.0,4738.0,258.0,"Saline County, Illinois",165,17,10606.0,155.0,13.0,154.0,8.0,330.0,0.0,0.0,18.0,0.0,18.0,23.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,69.0,2.0,0.0,0.0,0.0,2.0,71.0,0.0,110.0,0.0,181.0,101.0,0.0,63.0,0.0,164.0,11206.0,22975.0,831.0,58.0,165.0,9.0,12.0,609.0,405.0,24659,174.0
83,42503.0,2612.0,40687.0,2117.0,"Sangamon County, Illinois",167,17,87919.0,5188.0,163.0,6385.0,153.0,11889.0,20.0,8.0,96.0,1.0,125.0,824.0,71.0,887.0,8.0,15.0,0.0,36.0,0.0,1841.0,375.0,0.0,292.0,13.0,680.0,631.0,12.0,676.0,17.0,1336.0,1077.0,14.0,852.0,34.0,1977.0,103790.0,163815.0,25155.0,246.0,3519.0,80.0,1454.0,4370.0,4217.0,198639,3599.0
84,1493.0,121.0,1434.0,92.0,"Schuyler County, Illinois",169,17,3140.0,32.0,0.0,0.0,0.0,32.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,6.0,0.0,21.0,3.0,0.0,2.0,0.0,5.0,3194.0,6785.0,349.0,7.0,0.0,0.0,0.0,64.0,21.0,7205,0.0
85,1251.0,79.0,1202.0,47.0,"Scott County, Illinois",171,17,2579.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,16.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,0.0,2.0,2603.0,5078.0,0.0,20.0,7.0,0.0,7.0,57.0,60.0,5169,7.0
86,5457.0,332.0,4611.0,331.0,"Shelby County, Illinois",173,17,10731.0,6.0,0.0,36.0,0.0,42.0,24.0,0.0,19.0,0.0,43.0,26.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,30.0,12.0,0.0,0.0,0.0,12.0,11.0,3.0,22.0,0.0,36.0,84.0,0.0,30.0,0.0,114.0,10894.0,21656.0,143.0,43.0,77.0,0.0,12.0,80.0,211.0,22011,77.0
87,1298.0,156.0,1143.0,96.0,"Stark County, Illinois",175,17,2693.0,9.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,6.0,0.0,14.0,10.0,0.0,7.0,0.0,17.0,2744.0,5697.0,42.0,0.0,34.0,0.0,0.0,67.0,74.0,5840,34.0
88,9823.0,907.0,9189.0,812.0,"Stephenson County, Illinois",177,17,20731.0,1003.0,50.0,1146.0,8.0,2207.0,7.0,0.0,0.0,0.0,7.0,61.0,17.0,102.0,20.0,0.0,0.0,0.0,0.0,200.0,75.0,0.0,103.0,0.0,178.0,233.0,0.0,112.0,0.0,345.0,315.0,0.0,345.0,16.0,676.0,23668.0,39890.0,4310.0,25.0,388.0,0.0,280.0,1390.0,1588.0,46283,388.0
89,33507.0,1928.0,30135.0,1256.0,"Tazewell County, Illinois",179,17,66826.0,187.0,15.0,317.0,0.0,519.0,75.0,22.0,11.0,0.0,108.0,312.0,0.0,302.0,7.0,6.0,0.0,8.0,0.0,635.0,123.0,6.0,38.0,1.0,168.0,207.0,0.0,219.0,3.0,429.0,832.0,10.0,631.0,0.0,1473.0,68685.0,129963.0,1630.0,242.0,1258.0,40.0,491.0,1776.0,2995.0,135400,1298.0
90,3733.0,287.0,3303.0,181.0,"Union County, Illinois",181,17,7504.0,31.0,0.0,0.0,0.0,31.0,0.0,0.0,5.0,0.0,5.0,10.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,22.0,75.0,0.0,64.0,0.0,139.0,169.0,0.0,48.0,0.0,217.0,230.0,0.0,140.0,0.0,370.0,7918.0,16412.0,124.0,12.0,76.0,0.0,324.0,510.0,863.0,17458,76.0
91,14890.0,1056.0,14102.0,761.0,"Vermilion County, Illinois",183,17,30809.0,1693.0,30.0,2012.0,33.0,3768.0,37.0,0.0,21.0,0.0,58.0,153.0,23.0,120.0,24.0,0.0,0.0,24.0,0.0,344.0,140.0,0.0,113.0,0.0,253.0,194.0,0.0,195.0,7.0,396.0,712.0,0.0,486.0,0.0,1198.0,35628.0,65911.0,10946.0,186.0,712.0,27.0,555.0,1276.0,3744.0,79613,739.0
92,2845.0,205.0,2490.0,179.0,"Wabash County, Illinois",185,17,5719.0,34.0,0.0,36.0,0.0,70.0,0.0,2.0,0.0,0.0,2.0,6.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,53.0,0.0,55.0,40.0,0.0,20.0,0.0,60.0,5885.0,11192.0,117.0,12.0,145.0,0.0,23.0,98.0,200.0,11587,145.0
93,3951.0,290.0,3707.0,249.0,"Warren County, Illinois",187,17,8197.0,127.0,11.0,94.0,0.0,232.0,0.0,0.0,0.0,0.0,0.0,88.0,0.0,59.0,0.0,0.0,0.0,0.0,0.0,147.0,68.0,0.0,156.0,0.0,224.0,87.0,0.0,17.0,0.0,104.0,385.0,0.0,312.0,0.0,697.0,8904.0,15836.0,493.0,5.0,382.0,0.0,591.0,304.0,1595.0,17611,382.0
94,3747.0,226.0,3324.0,146.0,"Washington County, Illinois",189,17,7443.0,30.0,4.0,19.0,0.0,53.0,0.0,0.0,3.0,0.0,3.0,28.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,39.0,23.0,0.0,15.0,0.0,38.0,34.0,0.0,16.0,0.0,50.0,59.0,0.0,27.0,0.0,86.0,7626.0,13896.0,115.0,13.0,72.0,3.0,126.0,144.0,208.0,14369,75.0
95,3954.0,297.0,3193.0,178.0,"Wayne County, Illinois",191,17,7622.0,4.0,0.0,20.0,0.0,24.0,8.0,0.0,0.0,0.0,8.0,28.0,3.0,43.0,0.0,0.0,0.0,0.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,63.0,0.0,3.0,0.0,66.0,55.0,0.0,19.0,0.0,74.0,7794.0,16070.0,110.0,27.0,128.0,0.0,1.0,181.0,126.0,16517,128.0
96,3355.0,248.0,2646.0,185.0,"White County, Illinois",193,17,6434.0,9.0,0.0,3.0,0.0,12.0,9.0,0.0,0.0,0.0,9.0,8.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,28.0,2.0,0.0,0.0,0.0,2.0,17.0,0.0,27.0,0.0,44.0,58.0,0.0,8.0,0.0,66.0,6529.0,14133.0,47.0,15.0,41.0,14.0,2.0,158.0,188.0,14410,55.0
97,12919.0,941.0,12026.0,736.0,"Whiteside County, Illinois",195,17,26622.0,226.0,0.0,230.0,23.0,479.0,37.0,0.0,15.0,0.0,52.0,81.0,0.0,75.0,10.0,17.0,0.0,0.0,0.0,183.0,459.0,10.0,306.0,0.0,775.0,236.0,6.0,200.0,0.0,442.0,1603.0,93.0,1430.0,36.0,3162.0,28553.0,52983.0,1135.0,111.0,308.0,17.0,1400.0,1201.0,6669.0,57155,325.0
98,141825.0,6023.0,122394.0,5410.0,"Will County, Illinois",197,17,275652.0,18016.0,426.0,19502.0,570.0,38514.0,339.0,0.0,416.0,0.0,755.0,9429.0,439.0,8216.0,187.0,42.0,0.0,36.0,0.0,18349.0,14041.0,183.0,9450.0,100.0,23774.0,2583.0,44.0,2964.0,59.0,5650.0,31491.0,482.0,23593.0,283.0,55849.0,362694.0,508499.0,76513.0,1466.0,35170.0,149.0,45613.0,17968.0,113180.0,685378,35319.0
99,14422.0,755.0,13339.0,711.0,"Williamson County, Illinois",199,17,29227.0,578.0,0.0,479.0,45.0,1102.0,37.0,0.0,7.0,0.0,44.0,133.0,15.0,169.0,10.0,24.0,0.0,0.0,0.0,351.0,20.0,0.0,35.0,0.0,55.0,181.0,0.0,155.0,11.0,347.0,428.0,0.0,259.0,5.0,692.0,31126.0,62148.0,2916.0,133.0,665.0,24.0,155.0,1295.0,1632.0,67336,689.0
100,58977.0,3550.0,54289.0,3185.0,"Winnebago County, Illinois",201,17,120001.0,7379.0,164.0,8673.0,284.0,16500.0,188.0,0.0,131.0,22.0,341.0,2026.0,111.0,1583.0,44.0,23.0,0.0,35.0,0.0,3822.0,2620.0,41.0,1648.0,41.0,4350.0,1078.0,21.0,1435.0,21.0,2555.0,8928.0,198.0,7010.0,75.0,16211.0,147569.0,227040.0,36120.0,648.0,7292.0,64.0,8759.0,8973.0,34439.0,288896,7356.0
101,9820.0,605.0,8675.0,283.0,"Woodford County, Illinois",203,17,19383.0,30.0,0.0,46.0,0.0,76.0,7.0,0.0,4.0,0.0,11.0,50.0,0.0,49.0,20.0,0.0,0.0,0.0,0.0,119.0,95.0,0.0,21.0,0.0,116.0,36.0,0.0,44.0,0.0,80.0,216.0,0.0,114.0,0.0,330.0,19785.0,37882.0,215.0,14.0,306.0,0.0,156.0,550.0,667.0,39123,306.0
